#Coverage	numBases
230	1715
231	1717
232	1702
233	1664
234	1693
235	1640
236	1542
237	1442
238	1398
239	1294
240	1290
241	1278
242	1345
243	1279
244	1215
245	1166
246	1205
247	1235
248	1224
249	1232
250	1211
251	1161
252	1216
253	1188
254	1238
255	1251
256	1215
257	1254
258	1223
259	1256
260	1244
261	1250
262	1278
263	1193
264	1174
265	1248
266	1281
267	1197
268	1220
269	1196
270	1183
271	1168
272	1290
273	1224
274	1327
275	1289
276	1274
277	1305
278	1338
279	1295
280	1293
281	1224
282	1196
283	1251
284	1161
285	1289
286	1167
287	1205
288	1179
289	1211
290	1177
291	1142
292	1064
293	1086
294	1076
295	1029
296	1045
297	1046
298	990
299	1057
300	1006
301	939
302	977
303	898
304	902
305	869
306	909
307	906
308	822
309	815
310	819
311	817
312	745
313	728
314	765
315	699
316	607
317	637
318	618
319	565
320	567
321	575
322	600
323	601
324	537
325	545
326	493
327	539
328	437
329	539
330	576
331	544
332	506
333	514
334	502
335	548
336	496
337	445
338	523
339	517
340	462
341	514
342	476
343	471
344	505
345	484
346	458
347	528
348	514
349	520
350	523
351	505
352	490
353	435
354	469
355	440
356	476
357	442
358	437
359	458
360	473
361	448
362	457
363	446
364	411
365	407
366	418
367	435
368	422
369	483
370	499
371	513
372	556
373	494
374	513
375	478
376	495
377	446
378	463
379	395
380	447
381	402
382	413
383	388
384	396
385	387
386	400
387	340
388	353
389	374
390	387
391	382
392	406
393	360
394	370
395	363
396	394
397	365
398	330
399	313
400	396
401	334
402	374
403	378
404	371
405	388
406	388
407	356
408	373
409	327
410	313
411	381
412	349
413	340
414	319
415	270
416	318
417	312
418	323
419	304
420	316
421	239
422	271
423	267
424	282
425	291
426	263
427	270
428	311
429	278
430	306
431	316
432	316
433	367
434	350
435	319
436	320
437	308
438	307
439	309
440	326
441	336
442	335
443	326
444	298
445	313
446	309
447	305
448	278
449	262
450	283
451	250
452	272
453	228
454	209
455	205
456	211
457	173
458	208
459	180
460	191
461	186
462	202
463	205
464	170
465	145
466	146
467	167
468	161
469	170
470	160
471	144
472	156
473	163
474	168
475	164
476	177
477	162
478	169
479	152
480	166
481	177
482	131
483	173
484	153
485	174
486	169
487	172
488	165
489	159
490	135
491	148
492	119
493	123
494	123
495	130
496	123
497	111
498	115
499	104
500	104
501	115
502	118
503	114
504	109
505	129
506	127
507	107
508	84
509	89
510	79
511	77
512	82
513	69
514	79
515	68
516	62
517	63
518	60
519	83
520	61
521	75
522	70
523	55
524	60
525	100
526	98
527	70
528	80
529	90
530	94
531	79
532	62
533	74
534	71
535	75
536	54
537	56
538	58
539	59
540	49
541	40
542	47
543	28
544	54
545	68
546	58
547	44
548	34
549	55
550	38
551	55
552	53
553	54
554	55
555	68
556	51
557	45
558	40
559	28
560	53
561	49
562	37
563	40
564	42
565	46
566	52
567	44
568	32
569	45
570	54
571	31
572	46
573	44
574	55
575	73
576	49
577	64
578	52
579	69
580	83
581	68
582	66
583	64
584	81
585	43
586	44
587	37
588	46
589	43
590	43
591	59
592	46
593	41
594	45
595	44
596	42
597	35
598	38
599	49
600	45
601	38
602	50
603	65
604	69
605	51
606	55
607	62
608	61
609	55
610	63
611	58
612	65
613	47
614	43
615	53
616	57
617	55
618	64
619	52
620	64
621	51
622	44
623	63
624	45
625	55
626	49
627	33
628	47
629	50
630	34
631	42
632	37
633	29
634	45
635	46
636	38
637	39
638	41
639	34
640	38
641	37
642	47
643	29
644	36
645	35
646	35
647	43
648	36
649	47
650	36
651	40
652	57
653	49
654	57
655	39
656	49
657	47
658	59
659	51
660	49
661	67
662	50
663	34
664	49
665	43
666	53
667	55
668	35
669	47
670	36
671	40
672	38
673	44
674	53
675	35
676	37
677	45
678	35
679	46
680	56
681	40
682	38
683	51
684	51
685	48
686	49
687	55
688	54
689	61
690	52
691	50
692	56
693	56
694	42
695	27
696	62
697	36
698	60
699	41
700	55
701	44
702	45
703	55
704	45
705	61
706	59
707	59
708	45
709	58
710	59
711	53
712	59
713	59
714	55
715	49
716	48
717	53
718	56
719	62
720	60
721	76
722	76
723	58
724	67
725	60
726	55
727	39
728	43
729	57
730	56
731	49
732	51
733	50
734	45
735	49
736	54
737	65
738	44
739	59
740	38
741	49
742	41
743	38
744	43
745	37
746	28
747	61
748	57
749	53
750	53
751	42
752	36
753	43
754	40
755	32
756	37
757	37
758	40
759	43
760	52
761	48
762	44
763	45
764	40
765	49
766	45
767	52
768	43
769	31
770	23
771	31
772	38
773	32
774	27
775	25
776	33
777	26
778	32
779	35
780	22
781	29
782	38
783	33
784	46
785	39
786	41
787	34
788	26
789	49
790	37
791	27
792	27
793	34
794	31
795	32
796	26
797	29
798	30
799	25
800	35
801	32
802	31
803	26
804	31
805	34
806	34
807	32
808	37
809	29
810	24
811	34
812	35
813	39
814	22
815	35
816	23
817	32
818	36
819	33
820	32
821	34
822	35
823	30
824	29
825	37
826	22
827	32
828	27
829	27
830	25
831	23
832	28
833	32
834	27
835	39
836	35
837	25
838	22
839	20
840	23
841	20
842	23
843	19
844	20
845	20
846	13
847	20
848	20
849	20
850	25
851	25
852	16
853	32
854	25
855	24
856	19
857	14
858	23
859	20
860	26
861	20
862	20
863	14
864	19
865	15
866	20
867	17
868	19
869	24
870	11
871	18
872	13
873	21
874	19
875	17
876	21
877	19
878	8
879	25
880	18
881	17
882	18
883	20
884	11
885	16
886	14
887	19
888	23
889	29
890	18
891	13
892	8
893	22
894	19
895	17
896	13
897	18
898	24
899	17
900	13
901	13
902	24
903	15
904	19
905	19
906	18
907	21
908	20
909	12
910	20
911	20
912	25
913	21
914	21
915	21
916	21
917	17
918	33
919	26
920	17
921	24
922	18
923	21
924	26
925	29
926	25
927	30
928	16
929	11
930	22
931	11
932	10
933	9
934	16
935	17
936	20
937	17
938	13
939	22
940	8
941	12
942	15
943	14
944	10
945	10
946	9
947	10
948	15
949	7
950	19
951	11
952	13
953	15
954	10
955	14
956	10
957	15
958	10
959	8
960	12
961	14
962	12
963	9
964	16
965	13
966	26
967	18
968	14
969	12
970	14
971	13
972	19
973	17
974	11
975	22
976	16
977	21
978	19
979	12
980	9
981	13
982	15
983	17
984	13
985	15
986	12
987	15
988	12
989	19
990	20
991	20
992	21
993	18
994	23
995	23
996	13
997	16
998	19
999	17
1000	17
1001	15
1002	16
1003	23
1004	12
1005	15
1006	11
1007	15
1008	15
1009	21
1010	16
1011	13
1012	19
1013	22
1014	21
1015	17
1016	17
1017	20
1018	26
1019	30
1020	24
1021	15
1022	22
1023	22
1024	22
1025	18
1026	14
1027	10
1028	13
1029	9
1030	6
1031	9
1032	13
1033	12
1034	5
1035	11
1036	9
1037	7
1038	9
1039	10
1040	10
1041	7
1042	7
1043	11
1044	15
1045	18
1046	10
1047	19
1048	11
1049	11
1050	15
1051	16
1052	9
1053	8
1054	11
1055	6
1056	12
1057	7
1058	13
1059	8
1060	13
1061	7
1062	7
1063	6
1064	10
1065	15
1066	21
1067	22
1068	12
1069	12
1070	14
1071	27
1072	14
1073	24
1074	26
1075	16
1076	13
1077	12
1078	10
1079	21
1080	6
1081	12
1082	8
1083	9
1084	7
1085	12
1086	8
1087	12
1088	10
1089	16
1090	7
1091	13
1092	17
1093	16
1094	19
1095	17
1096	14
1097	8
1098	8
1099	10
1100	12
1101	10
1102	7
1103	13
1104	8
1105	13
1106	4
1107	8
1108	12
1109	12
1110	9
1111	4
1112	7
1113	9
1114	4
1115	9
1116	3
1117	6
1118	12
1119	11
1120	6
1121	3
1122	9
1123	6
1124	16
1125	11
1126	9
1127	9
1128	14
1129	8
1130	8
1131	8
1132	12
1133	6
1134	7
1135	6
1136	7
1137	10
1138	9
1139	7
1140	6
1141	11
1142	5
1143	6
1144	10
1145	9
1146	10
1147	7
1148	16
1149	5
1150	3
1151	7
1152	3
1153	8
1154	10
1155	4
1156	2
1157	7
1158	3
1159	10
1160	9
1161	3
1162	10
1163	8
1164	9
1165	11
1166	4
1167	8
1168	4
1169	7
1170	9
1171	6
1172	6
1173	8
1174	6
1175	12
1176	6
1177	10
1178	9
1179	9
1180	8
1181	4
1182	5
1183	5
1184	6
1185	7
1186	6
1187	5
1188	11
1189	14
1190	11
1191	12
1192	5
1193	7
1194	2
1195	8
1196	5
1197	9
1198	10
1199	5
1200	6
1201	10
1202	7
1203	3
1204	2
1205	5
1206	7
1207	12
1208	6
1209	6
1210	8
1211	3
1212	3
1213	8
1214	12
1215	10
1216	9
1217	6
1218	7
1219	8
1220	5
1221	7
1222	2
1223	6
1224	10
1225	3
1226	12
1227	10
1228	14
1229	8
1230	13
1231	8
1232	11
1233	15
1234	12
1235	8
1236	12
1237	15
1238	14
1239	14
1240	14
1241	14
1242	9
1243	12
1244	14
1245	16
1246	11
1247	9
1248	8
1249	12
1250	6
1251	2
1252	11
1253	5
1254	8
1255	5
1256	6
1257	7
1258	2
1259	7
1260	9
1261	5
1262	2
1263	4
1264	6
1265	8
1266	6
1267	5
1268	5
1269	9
1270	8
1271	7
1272	8
1273	8
1274	4
1275	10
1276	9
1277	12
1278	8
1279	8
1280	4
1281	3
1282	3
1283	5
1284	7
1285	7
1286	2
1287	6
1288	7
1289	3
1290	5
1291	3
1292	7
1293	2
1294	7
1295	1
1296	3
1297	6
1298	4
1299	4
1300	7
1301	3
1302	9
1303	5
1304	2
1305	11
1306	7
1307	3
1308	3
1309	6
1310	3
1311	4
1312	6
1313	5
1314	6
1315	3
1316	8
1317	4
1318	3
1319	3
1320	9
1321	5
1322	4
1323	2
1324	4
1325	1
1326	2
1327	7
1328	1
1329	2
1330	11
1331	2
1332	4
1333	7
1334	3
1335	8
1336	1
1337	3
1338	0
1339	1
1340	3
1341	4
1342	2
1343	1
1344	1
1345	2
1346	2
1347	1
1348	3
1349	0
1350	3
1351	2
1352	3
1353	2
1354	1
1355	1
1356	2
1357	2
1358	1
1359	2
1360	5
1361	0
1362	3
1363	1
1364	2
1365	1
1366	0
1367	2
1368	5
1369	2
1370	2
1371	3
1372	6
1373	6
1374	1
1375	3
1376	4
1377	4
1378	5
1379	0
1380	1
1381	2
1382	0
1383	4
1384	2
1385	2
1386	1
1387	3
1388	1
1389	3
1390	7
1391	3
1392	4
1393	4
1394	5
1395	2
1396	7
1397	6
1398	2
1399	2
1400	6
1401	3
1402	4
1403	9
1404	6
1405	6
1406	8
1407	3
1408	6
1409	10
1410	8
1411	3
1412	3
1413	8
1414	7
1415	3
1416	1
1417	2
1418	1
1419	0
1420	1
1421	4
1422	0
1423	0
1424	1
1425	2
1426	1
1427	0
1428	1
1429	0
1430	0
1431	0
1432	1
1433	3
1434	2
1435	0
1436	2
1437	2
1438	3
1439	2
1440	1
1441	1
1442	1
1443	2
1444	4
1445	1
1446	1
1447	0
1448	1
1449	1
1450	1
1451	1
1452	1
1453	1
1454	1
1455	2
1456	2
1457	3
1458	0
1459	0
1460	3
1461	3
1462	2
1463	1
1464	5
1465	7
1466	6
1467	5
1468	2
1469	5
1470	4
1471	3
1472	2
1473	7
1474	3
1475	4
1476	5
1477	14
1478	6
1479	6
1480	4
1481	4
1482	4
1483	1
1484	3
1485	3
1486	1
1487	2
1488	1
1489	5
1490	5
1491	1
1492	5
1493	6
1494	4
1495	6
1496	5
1497	6
1498	2
1499	8
1500	4
1501	6
1502	2
1503	4
1504	4
1505	3
1506	2
1507	3
1508	2
1509	2
1510	1
1511	2
1512	1
1513	1
1514	1
1515	1
1516	0
1517	3
1518	1
1519	1
1520	0
1521	1
1522	1
1523	0
1524	2
1525	2
1526	3
1527	2
1528	1
1529	2
1530	0
1531	0
1532	5
1533	4
1534	2
1535	5
1536	1
1537	2
1538	4
1539	1
1540	1
1541	0
1542	1
1543	0
1544	0
1545	1
1546	1
1547	2
1548	2
1549	3
1550	3
1551	4
1552	0
1553	2
1554	0
1555	0
1556	1
1557	0
1558	1
1559	1
1560	0
1561	0
1562	0
1563	0
1564	0
1565	0
1566	0
1567	0
1568	0
1569	1
1570	0
1571	0
1572	0
1573	0
1574	1
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	1
1582	0
1583	0
1584	0
1585	0
1586	1
1587	0
1588	1
1589	0
1590	0
1591	0
1592	2
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	1
1603	0
1604	0
1605	1
1606	1
1607	0
1608	0
1609	1
1610	0
1611	0
1612	0
1613	0
1614	1
1615	0
1616	1
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	1
1624	0
1625	1
1626	0
1627	1
1628	0
1629	0
1630	0
1631	1
1632	0
1633	1
1634	0
1635	0
1636	0
1637	1
1638	1
1639	0
1640	0
1641	0
1642	1
1643	0
1644	0
1645	1
1646	0
1647	0
1648	1
1649	0
1650	0
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	1
1658	0
1659	0
1660	0
1661	0
1662	1
1663	0
1664	0
1665	0
1666	0
1667	0
1668	1
1669	0
1670	2
1671	0
1672	0
1673	0
1674	0
1675	1
1676	0
1677	1
1678	1
1679	0
1680	0
1681	1
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	3
1689	0
1690	0
1691	0
1692	1
1693	1
1694	1
1695	0
1696	0
1697	1
1698	2
1699	1
1700	2
1701	0
1702	2
1703	1
1704	1
1705	1
1706	3
1707	0
1708	0
1709	2
1710	0
1711	6
1712	1
1713	1
1714	1
1715	2
1716	0
1717	3
1718	8
1719	4
1720	5
1721	2
1722	2
1723	6
1724	8
1725	5
1726	3
1727	3
1728	3
1729	5
1730	5
1731	3
1732	4
1733	0
1734	2
1735	2
1736	2
1737	0
1738	1
1739	5
1740	1
1741	0
1742	1
1743	2
1744	4
1745	3
1746	5
1747	4
1748	5
1749	3
1750	0
1751	2
1752	4
1753	4
1754	4
1755	3
1756	0
1757	3
1758	2
1759	1
1760	6
1761	4
1762	4
1763	4
1764	0
1765	3
1766	1
1767	3
1768	2
1769	3
1770	7
1771	3
1772	2
1773	6
1774	8
1775	2
1776	2
1777	4
1778	6
1779	4
1780	6
1781	4
1782	4
1783	4
1784	1
1785	2
1786	2
1787	3
1788	3
1789	4
1790	2
1791	0
1792	3
1793	1
1794	1
1795	2
1796	2
1797	1
1798	2
1799	0
1800	0
1801	0
1802	2
