#Coverage	numBases
250	57233
251	56976
252	56887
253	56885
254	56781
255	56229
256	56360
257	56257
258	55949
259	55714
260	55635
261	55216
262	54695
263	54723
264	53909
265	54411
266	53787
267	53674
268	53065
269	53673
270	53357
271	53286
272	53134
273	53070
274	52495
275	51716
276	51673
277	51388
278	50396
279	50585
280	49983
281	49899
282	49656
283	48235
284	47847
285	47061
286	46752
287	46288
288	45221
289	45354
290	44544
291	44030
292	43441
293	42484
294	41887
295	41400
296	40611
297	39281
298	38602
299	38198
300	37168
301	37000
302	36136
303	35644
304	35199
305	34237
306	33506
307	32591
308	32499
309	31699
310	31211
311	30770
312	30348
313	29343
314	28941
315	28360
316	27602
317	27063
318	26546
319	25881
320	25524
321	24985
322	24133
323	23458
324	22669
325	22602
326	22493
327	21451
328	21136
329	20842
330	20250
331	19740
332	19334
333	18869
334	18503
335	18039
336	17599
337	17422
338	17328
339	16697
340	16280
341	15674
342	15414
343	14887
344	14549
345	13798
346	13556
347	13441
348	13054
349	12917
350	12857
351	12319
352	12232
353	11810
354	11766
355	11359
356	11257
357	10895
358	10449
359	10415
360	9879
361	9781
362	9631
363	9201
364	9293
365	9050
366	8600
367	8370
368	8396
369	8412
370	8067
371	7656
372	7372
373	7276
374	7170
375	6965
376	7043
377	6896
378	6595
379	6512
380	6263
381	6127
382	6100
383	5937
384	5894
385	5569
386	5367
387	5182
388	5155
389	4944
390	4852
391	4785
392	4525
393	4447
394	4398
395	4297
396	4151
397	3920
398	3817
399	3823
400	3591
401	3480
402	3389
403	3415
404	3130
405	3134
406	3115
407	2915
408	2811
409	2725
410	2754
411	2738
412	2583
413	2505
414	2349
415	2343
416	2274
417	2166
418	2127
419	2103
420	2053
421	2053
422	1977
423	1881
424	1837
425	1850
426	1753
427	1666
428	1672
429	1581
430	1441
431	1482
432	1372
433	1386
434	1380
435	1328
436	1308
437	1323
438	1283
439	1140
440	1276
441	1051
442	1176
443	1089
444	1074
445	1038
446	1017
447	1038
448	1014
449	1012
450	998
451	967
452	983
453	1066
454	980
455	1001
456	1022
457	1009
458	965
459	960
460	1014
461	963
462	941
463	919
464	950
465	864
466	933
467	842
468	913
469	880
470	790
471	820
472	872
473	822
474	739
475	773
476	779
477	811
478	778
479	740
480	789
481	839
482	787
483	753
484	766
485	809
486	732
487	706
488	730
489	685
490	673
491	629
492	618
493	607
494	619
495	611
496	625
497	659
498	669
499	631
500	686
501	650
502	660
503	652
504	649
505	651
506	669
507	710
508	613
509	626
510	600
511	585
512	609
513	550
514	514
515	544
516	606
517	629
518	608
519	654
520	602
521	647
522	643
523	594
524	565
525	594
526	533
527	566
528	585
529	558
530	521
531	522
532	578
533	552
534	541
535	587
536	588
537	587
538	537
539	561
540	624
541	582
542	559
543	563
544	571
545	581
546	614
547	617
548	580
549	659
550	660
551	631
552	676
553	623
554	643
555	698
556	669
557	635
558	634
559	670
560	611
561	585
562	614
563	563
564	583
565	586
566	613
567	591
568	606
569	590
570	642
571	598
572	603
573	578
574	596
575	601
576	615
577	564
578	633
579	598
580	542
581	539
582	582
583	561
584	586
585	593
586	579
587	579
588	594
589	602
590	610
591	588
592	555
593	581
594	538
595	568
596	580
597	478
598	523
599	510
600	512
601	521
602	548
603	561
604	551
605	583
606	550
607	529
608	592
609	567
610	562
611	518
612	574
613	556
614	559
615	586
616	524
617	531
618	531
619	524
620	512
621	501
622	521
623	481
624	467
625	473
626	448
627	425
628	440
629	455
630	432
631	472
632	478
633	432
634	426
635	425
636	420
637	410
638	413
639	372
640	408
641	381
642	384
643	355
644	385
645	354
646	363
647	350
648	325
649	363
650	382
651	346
652	413
653	361
654	319
655	330
656	336
657	319
658	316
659	305
660	314
661	272
662	273
663	268
664	274
665	327
666	286
667	250
668	236
669	242
670	254
671	216
672	229
673	232
674	237
675	232
676	210
677	223
678	213
679	206
680	228
681	205
682	235
683	204
684	199
685	195
686	217
687	197
688	201
689	195
690	184
691	185
692	179
693	170
694	212
695	187
696	174
697	201
698	209
699	218
700	201
701	207
702	175
703	234
704	212
705	229
706	221
707	228
708	240
709	213
710	253
711	229
712	203
713	219
714	191
715	195
716	176
717	223
718	189
719	199
720	209
721	182
722	180
723	192
724	191
725	218
726	208
727	201
728	203
729	175
730	205
731	196
732	173
733	189
734	197
735	181
736	185
737	202
738	191
739	194
740	174
741	189
742	164
743	172
744	172
745	158
746	177
747	166
748	196
749	171
750	192
751	172
752	181
753	202
754	202
755	198
756	195
757	186
758	247
759	206
760	260
761	212
762	269
763	223
764	251
765	202
766	208
767	211
768	199
769	208
770	195
771	184
772	188
773	197
774	192
775	219
776	206
777	205
778	210
779	221
780	197
781	205
782	193
783	214
784	205
785	199
786	201
787	190
788	206
789	213
790	172
791	217
792	172
793	179
794	182
795	188
796	203
797	186
798	190
799	203
800	191
801	203
802	218
803	205
804	197
805	216
806	209
807	196
808	205
809	198
810	183
811	203
812	195
813	233
814	203
815	196
816	182
817	165
818	179
819	205
820	209
821	218
822	200
823	224
824	233
825	222
826	205
827	229
828	197
829	218
830	224
831	256
832	241
833	251
834	213
835	187
836	213
837	204
838	227
839	193
840	167
841	164
842	178
843	190
844	203
845	195
846	184
847	176
848	176
849	198
850	171
851	178
852	157
853	174
854	164
855	154
856	156
857	169
858	156
859	180
860	175
861	177
862	152
863	169
864	165
865	167
866	150
867	199
868	144
869	161
870	180
871	152
872	182
873	174
874	163
875	164
876	170
877	157
878	132
879	161
880	146
881	157
882	166
883	169
884	146
885	132
886	178
887	158
888	150
889	148
890	145
891	146
892	134
893	129
894	138
895	126
896	147
897	123
898	146
899	135
900	160
901	155
902	139
903	141
904	150
905	125
906	154
907	127
908	125
909	130
910	130
911	165
912	139
913	150
914	160
915	142
916	130
917	126
918	126
919	131
920	139
921	121
922	145
923	123
924	133
925	151
926	125
927	146
928	118
929	135
930	127
931	136
932	152
933	133
934	144
935	146
936	118
937	139
938	139
939	137
940	134
941	138
942	137
943	119
944	134
945	115
946	118
947	120
948	98
949	114
950	135
951	134
952	150
953	130
954	118
955	145
956	141
957	131
958	109
959	130
960	121
961	109
962	128
963	120
964	106
965	114
966	106
967	113
968	99
969	106
970	110
971	91
972	112
973	92
974	87
975	73
976	102
977	94
978	85
979	78
980	83
981	90
982	73
983	89
984	72
985	95
986	78
987	87
988	84
989	84
990	85
991	64
992	69
993	67
994	61
995	64
996	84
997	77
998	84
999	75
1000	90
1001	73
1002	63
1003	68
1004	83
1005	86
1006	63
1007	69
1008	59
1009	71
1010	64
1011	71
1012	60
1013	67
1014	60
1015	60
1016	61
1017	53
1018	56
1019	52
1020	43
1021	55
1022	60
1023	40
1024	45
1025	34
1026	34
1027	48
1028	48
1029	40
1030	38
1031	39
1032	38
1033	36
1034	46
1035	48
1036	36
1037	50
1038	41
1039	47
1040	49
1041	34
1042	33
1043	42
1044	54
1045	50
1046	58
1047	58
1048	62
1049	51
1050	58
1051	49
1052	49
1053	35
1054	58
1055	55
1056	39
1057	50
1058	45
1059	32
1060	38
1061	47
1062	53
1063	60
1064	54
1065	49
1066	37
1067	44
1068	33
1069	38
1070	49
1071	43
1072	42
1073	47
1074	40
1075	42
1076	30
1077	49
1078	26
1079	42
1080	40
1081	38
1082	32
1083	31
1084	23
1085	36
1086	34
1087	35
1088	36
1089	32
1090	35
1091	36
1092	28
1093	36
1094	26
1095	49
1096	33
1097	36
1098	27
1099	27
1100	39
1101	33
1102	24
1103	19
1104	24
1105	23
1106	35
1107	24
1108	26
1109	23
1110	22
1111	32
1112	17
1113	16
1114	23
1115	17
1116	23
1117	14
1118	18
1119	23
1120	25
1121	19
1122	17
1123	19
1124	18
1125	15
1126	13
1127	10
1128	19
1129	17
1130	11
1131	16
1132	15
1133	18
1134	12
1135	13
1136	8
1137	20
1138	11
1139	11
1140	21
1141	10
1142	17
1143	19
1144	10
1145	15
1146	18
1147	24
1148	22
1149	11
1150	22
1151	12
1152	15
1153	15
1154	23
1155	14
1156	16
1157	15
1158	17
1159	14
1160	16
1161	9
1162	18
1163	19
1164	19
1165	17
1166	29
1167	15
1168	14
1169	15
1170	21
1171	23
1172	26
1173	17
1174	12
1175	27
1176	32
1177	30
1178	23
1179	30
1180	31
1181	18
1182	27
1183	24
1184	30
1185	28
1186	27
1187	26
1188	23
1189	32
1190	27
1191	25
1192	30
1193	27
1194	21
1195	27
1196	23
1197	18
1198	22
1199	16
1200	25
1201	13
1202	16
1203	21
1204	27
1205	23
1206	21
1207	24
1208	24
1209	27
1210	17
1211	17
1212	22
1213	25
1214	24
1215	31
1216	29
1217	27
1218	27
1219	13
1220	24
1221	22
1222	20
1223	28
1224	22
1225	22
1226	23
1227	22
1228	23
1229	27
1230	28
1231	32
1232	19
1233	27
1234	23
1235	27
1236	21
1237	18
1238	22
1239	23
1240	20
1241	20
1242	15
1243	21
1244	21
1245	15
1246	24
1247	28
1248	16
1249	23
1250	26
1251	27
1252	19
1253	23
1254	23
1255	22
1256	27
1257	25
1258	27
1259	27
1260	28
1261	24
1262	20
1263	28
1264	27
1265	20
1266	22
1267	20
1268	22
1269	30
1270	22
1271	24
1272	20
1273	23
1274	25
1275	21
1276	23
1277	23
1278	17
1279	27
1280	14
1281	18
1282	24
1283	21
1284	23
1285	16
1286	16
1287	28
1288	26
1289	19
1290	15
1291	23
1292	12
1293	17
1294	19
1295	11
1296	19
1297	14
1298	15
1299	21
1300	17
1301	11
1302	19
1303	24
1304	18
1305	16
1306	27
1307	23
1308	27
1309	30
1310	31
1311	31
1312	26
1313	28
1314	21
1315	29
1316	29
1317	23
1318	20
1319	18
1320	22
1321	20
1322	25
1323	26
1324	21
1325	29
1326	22
1327	18
1328	29
1329	18
1330	24
1331	27
1332	19
1333	22
1334	20
1335	16
1336	22
1337	16
1338	14
1339	30
1340	16
1341	14
1342	24
1343	17
1344	15
1345	19
1346	19
1347	16
1348	15
1349	18
1350	22
1351	21
1352	16
1353	19
1354	18
1355	16
1356	19
1357	14
1358	15
1359	19
1360	20
1361	14
1362	27
1363	19
1364	16
1365	16
1366	15
1367	21
1368	19
1369	12
1370	22
1371	24
1372	23
1373	14
1374	22
1375	22
1376	20
1377	24
1378	20
1379	26
1380	20
1381	15
1382	24
1383	30
1384	16
1385	16
1386	24
1387	16
1388	23
1389	23
1390	30
1391	21
1392	23
1393	20
1394	25
1395	21
1396	14
1397	28
1398	26
1399	24
1400	21
1401	32
1402	23
1403	26
1404	28
1405	19
1406	18
1407	22
1408	19
1409	21
1410	32
1411	26
1412	22
1413	27
1414	32
1415	43
1416	17
1417	26
1418	30
1419	26
1420	29
1421	24
1422	37
1423	26
1424	30
1425	24
1426	12
1427	33
1428	25
1429	23
1430	34
1431	20
1432	17
1433	25
1434	29
1435	22
1436	23
1437	25
1438	31
1439	20
1440	30
1441	20
1442	25
1443	27
1444	23
1445	40
1446	27
1447	29
1448	26
1449	25
1450	32
1451	17
1452	19
1453	23
1454	31
1455	28
1456	22
1457	25
1458	28
1459	19
1460	29
1461	20
1462	22
1463	28
1464	25
1465	24
1466	20
1467	30
1468	23
1469	27
1470	33
1471	29
1472	28
1473	20
1474	20
1475	19
1476	18
1477	38
1478	30
1479	29
1480	23
1481	38
1482	21
1483	32
1484	26
1485	30
1486	26
1487	33
1488	28
1489	30
1490	23
1491	17
1492	39
1493	40
1494	28
1495	30
1496	19
1497	21
1498	31
1499	23
1500	25
1501	23
1502	19
1503	24
1504	21
1505	22
1506	20
1507	17
1508	24
1509	27
1510	29
1511	26
1512	21
1513	23
1514	24
1515	21
1516	25
1517	27
1518	20
1519	23
1520	23
1521	23
1522	22
1523	21
1524	30
1525	33
1526	35
1527	32
1528	25
1529	30
1530	22
1531	27
1532	21
1533	16
1534	18
1535	16
1536	23
1537	13
1538	26
1539	24
1540	21
1541	15
1542	19
1543	19
1544	14
1545	23
1546	30
1547	26
1548	16
1549	23
1550	16
1551	22
1552	21
1553	15
1554	20
1555	17
1556	16
1557	23
1558	19
1559	14
1560	25
1561	18
1562	21
1563	24
1564	25
1565	21
1566	23
1567	16
1568	16
1569	30
1570	20
1571	25
1572	24
1573	30
1574	25
1575	36
1576	20
1577	20
1578	25
1579	16
1580	29
1581	26
1582	17
1583	24
1584	26
1585	22
1586	26
1587	18
1588	17
1589	19
1590	18
1591	16
1592	29
1593	13
1594	18
1595	14
1596	19
1597	16
1598	16
1599	13
1600	22
1601	24
1602	13
1603	21
1604	19
1605	19
1606	19
1607	19
1608	18
1609	17
1610	19
1611	7
1612	17
1613	10
1614	11
1615	17
1616	13
1617	18
1618	10
1619	9
1620	14
1621	10
1622	14
1623	11
1624	24
1625	14
1626	13
1627	16
1628	14
1629	13
1630	11
1631	15
1632	8
1633	10
1634	11
1635	8
1636	16
1637	21
1638	8
1639	12
1640	12
1641	13
1642	9
1643	11
1644	14
1645	9
1646	5
1647	7
1648	13
1649	14
1650	13
1651	11
1652	8
1653	11
1654	6
1655	11
1656	15
1657	17
1658	9
1659	21
1660	10
1661	18
1662	16
1663	16
1664	13
1665	12
1666	15
1667	12
1668	14
1669	7
1670	16
1671	12
1672	16
1673	9
1674	9
1675	12
1676	19
1677	13
1678	6
1679	16
1680	12
1681	12
1682	17
1683	12
1684	17
1685	9
1686	11
1687	14
1688	18
1689	13
1690	18
1691	11
1692	13
1693	10
1694	12
1695	17
1696	17
1697	24
1698	21
1699	22
1700	17
1701	19
1702	21
1703	20
1704	15
1705	10
1706	9
1707	17
1708	11
1709	13
1710	18
1711	11
1712	8
1713	6
1714	6
1715	8
1716	18
1717	16
1718	15
1719	10
1720	9
1721	20
1722	11
1723	12
1724	9
1725	9
1726	14
1727	8
1728	12
1729	17
1730	11
1731	16
1732	13
1733	15
1734	13
1735	10
1736	11
1737	11
1738	11
1739	14
1740	13
1741	12
1742	10
1743	13
1744	13
1745	8
1746	13
1747	12
1748	11
1749	9
1750	18
1751	15
1752	17
1753	12
1754	15
1755	14
1756	13
1757	13
1758	15
1759	17
1760	17
1761	10
1762	10
1763	7
1764	9
1765	11
1766	16
1767	16
1768	9
1769	14
1770	15
1771	13
1772	14
1773	11
1774	10
1775	7
1776	10
1777	8
1778	13
1779	8
1780	13
1781	12
1782	14
1783	9
1784	11
1785	8
1786	10
1787	7
1788	7
1789	7
1790	7
1791	8
1792	7
1793	6
1794	7
1795	4
1796	3
1797	10
1798	6
1799	6
1800	4
1801	5
1802	6
1803	7
1804	4
1805	2
1806	4
1807	3
1808	7
1809	9
1810	6
1811	2
1812	9
1813	4
1814	4
1815	9
1816	8
1817	4
1818	8
1819	6
1820	3
1821	10
1822	7
1823	7
1824	7
1825	10
1826	3
1827	11
1828	4
1829	11
1830	8
1831	5
1832	8
1833	6
1834	5
1835	8
1836	7
1837	5
1838	7
1839	19
1840	10
1841	13
1842	14
1843	8
1844	7
1845	18
1846	10
1847	10
1848	14
1849	14
1850	9
1851	5
1852	7
1853	11
1854	5
1855	13
1856	12
1857	7
1858	4
1859	13
1860	11
1861	20
1862	23
1863	18
1864	28
1865	20
1866	8
1867	6
1868	8
1869	7
1870	13
1871	11
1872	12
1873	9
1874	11
1875	11
1876	8
1877	12
1878	12
1879	11
1880	12
1881	17
1882	7
1883	11
1884	14
1885	17
1886	13
1887	16
1888	20
1889	11
1890	12
1891	8
1892	7
1893	13
1894	3
1895	12
1896	9
1897	18
1898	16
1899	17
1900	15
1901	10
1902	9
1903	16
1904	17
1905	18
1906	8
1907	12
1908	20
1909	14
1910	10
1911	8
1912	16
1913	11
1914	11
1915	10
1916	13
1917	12
1918	9
1919	8
1920	22
1921	14
1922	13
1923	16
1924	9
1925	9
1926	12
1927	8
1928	18
1929	9
1930	18
1931	12
1932	9
1933	8
1934	11
1935	9
1936	12
1937	10
1938	3
1939	5
1940	11
1941	8
1942	12
1943	7
1944	10
1945	9
1946	5
1947	11
1948	4
1949	5
1950	5
1951	11
1952	10
1953	4
1954	7
1955	9
1956	7
1957	9
1958	6
1959	6
1960	7
1961	10
1962	5
1963	9
1964	8
1965	10
1966	3
1967	7
1968	7
1969	8
1970	5
1971	5
1972	8
1973	4
1974	5
1975	3
1976	3
1977	2
1978	4
1979	13
1980	8
1981	5
1982	5
1983	7
1984	9
1985	6
1986	8
1987	6
1988	4
1989	6
1990	7
1991	8
1992	4
1993	13
1994	5
1995	4
1996	7
1997	9
1998	7
1999	3
2000	7
2001	10
2002	7
2003	6
2004	3
2005	13
2006	8
2007	10
2008	10
2009	5
2010	6
2011	10
2012	10
2013	9
2014	7
2015	8
2016	5
2017	6
2018	9
2019	8
2020	9
2021	7
2022	6
2023	7
2024	7
2025	5
2026	3
2027	7
2028	5
2029	9
2030	6
2031	6
2032	4
2033	7
2034	8
2035	7
2036	4
2037	8
2038	6
2039	3
2040	8
2041	4
2042	3
2043	9
2044	9
2045	9
2046	7
2047	5
2048	11
2049	9
2050	9
2051	7
2052	10
2053	8
2054	6
2055	9
2056	4
2057	5
2058	4
2059	6
2060	2
2061	4
2062	5
2063	5
2064	7
2065	6
2066	8
2067	7
2068	4
2069	10
2070	12
2071	6
2072	5
2073	9
2074	6
2075	9
2076	4
2077	6
2078	8
2079	6
2080	4
2081	8
2082	10
2083	10
2084	15
2085	12
2086	11
2087	9
2088	5
2089	9
2090	7
2091	9
2092	11
2093	4
2094	3
2095	4
2096	3
2097	8
2098	4
2099	3
2100	4
2101	5
2102	5
2103	9
2104	6
2105	4
2106	13
2107	4
2108	3
2109	6
2110	2
2111	3
2112	6
2113	2
2114	6
2115	9
2116	7
2117	12
2118	9
2119	9
2120	12
2121	12
2122	4
2123	8
2124	5
2125	5
2126	6
2127	7
2128	7
2129	5
2130	5
2131	4
2132	6
2133	11
2134	7
2135	8
2136	4
2137	10
2138	3
2139	7
2140	1
2141	8
2142	2
2143	3
2144	6
2145	8
2146	8
2147	6
2148	2
2149	7
2150	1
2151	4
2152	3
2153	7
2154	2
2155	4
2156	5
2157	4
2158	6
2159	2
2160	6
2161	9
2162	4
2163	12
2164	3
2165	6
2166	3
2167	3
2168	6
2169	4
2170	3
2171	6
2172	7
2173	7
2174	3
2175	5
2176	7
2177	3
2178	3
2179	3
2180	3
2181	5
2182	3
2183	3
2184	4
2185	3
2186	7
2187	2
2188	4
2189	2
2190	5
2191	5
2192	4
2193	5
2194	1
2195	3
2196	4
2197	6
2198	9
2199	5
2200	8
2201	9
2202	6
2203	2
2204	8
2205	3
2206	6
2207	6
2208	2
2209	8
2210	5
2211	8
2212	8
2213	3
2214	8
2215	4
2216	9
2217	3
2218	5
2219	9
2220	4
2221	4
2222	5
2223	8
2224	4
2225	7
2226	8
2227	5
2228	5
2229	5
2230	4
2231	7
2232	2
2233	0
2234	5
2235	7
2236	9
2237	7
2238	5
2239	6
2240	7
2241	8
2242	7
2243	13
2244	9
2245	5
2246	9
2247	3
2248	6
2249	4
2250	3
2251	8
2252	9
2253	5
2254	3
2255	7
2256	4
2257	5
2258	3
2259	8
2260	3
2261	7
2262	5
2263	5
2264	3
2265	9
2266	2
2267	7
2268	6
2269	5
2270	4
2271	7
2272	4
2273	5
2274	4
2275	10
2276	5
2277	5
2278	2
2279	5
2280	4
2281	3
2282	2
2283	3
2284	6
2285	2
2286	3
2287	3
2288	1
2289	4
2290	6
2291	4
2292	3
2293	3
2294	1
2295	2
2296	2
2297	4
2298	3
2299	6
2300	1
2301	0
2302	3
2303	4
2304	1
2305	3
2306	4
2307	4
2308	4
2309	3
2310	0
2311	1
2312	4
2313	3
2314	0
2315	3
2316	3
2317	2
2318	4
2319	2
2320	3
2321	1
2322	4
2323	1
2324	2
2325	2
2326	1
2327	4
2328	5
2329	0
2330	4
2331	3
2332	6
2333	6
2334	3
2335	2
2336	5
2337	1
2338	5
2339	3
2340	4
2341	5
2342	2
2343	2
2344	2
2345	10
2346	0
2347	1
2348	7
2349	1
2350	3
2351	3
2352	4
2353	1
2354	8
2355	1
2356	5
2357	5
2358	2
2359	5
2360	2
2361	2
2362	6
2363	1
2364	6
2365	2
2366	6
2367	4
2368	5
2369	1
2370	6
2371	4
2372	2
2373	2
2374	5
2375	4
2376	3
2377	2
2378	3
2379	3
2380	2
2381	6
2382	1
2383	3
2384	2
2385	0
2386	5
2387	3
2388	5
2389	6
2390	1
2391	1
2392	6
2393	5
2394	1
2395	2
2396	3
2397	3
2398	2
2399	2
2400	1
2401	3
2402	4
2403	5
2404	2
2405	3
2406	4
2407	3
2408	5
2409	8
2410	6
2411	4
2412	5
2413	5
2414	7
2415	3
2416	3
2417	3
2418	8
2419	8
2420	6
2421	9
2422	7
2423	7
2424	6
2425	5
2426	4
2427	6
2428	6
2429	5
2430	10
2431	6
2432	6
2433	8
2434	8
2435	5
2436	6
2437	5
2438	4
2439	1
2440	5
2441	3
2442	6
2443	10
2444	10
2445	7
2446	4
2447	6
2448	8
2449	6
2450	6
2451	7
2452	7
2453	10
2454	2
2455	7
2456	6
2457	4
2458	5
2459	8
2460	4
2461	10
2462	11
2463	13
2464	14
2465	6
2466	5
2467	5
2468	3
2469	6
2470	8
2471	11
2472	2
2473	7
2474	5
2475	1
2476	5
2477	4
2478	7
2479	3
2480	9
2481	4
2482	4
2483	1
2484	1
2485	2
2486	6
2487	4
2488	2
2489	4
2490	3
2491	3
2492	6
2493	5
2494	6
2495	2
2496	6
2497	3
2498	5
2499	5
2500	1
2501	7
2502	7
2503	2
2504	4
2505	5
2506	5
2507	7
2508	4
2509	5
2510	5
2511	4
2512	3
2513	5
2514	3
2515	4
2516	2
2517	6
2518	4
2519	0
2520	10
2521	3
2522	5
2523	2
2524	4
2525	5
2526	4
2527	6
2528	4
2529	4
2530	7
2531	3
2532	5
2533	2
2534	7
2535	4
2536	4
2537	2
2538	3
2539	3
2540	1
2541	3
2542	2
2543	1
2544	2
2545	1
2546	3
2547	2
2548	3
2549	7
2550	2
2551	7
2552	2
2553	0
2554	1
2555	2
2556	2
2557	3
2558	10
2559	1
2560	2
2561	4
2562	3
2563	7
2564	2
2565	1
2566	4
2567	4
2568	5
2569	3
2570	3
2571	4
2572	2
2573	2
2574	2
2575	3
2576	4
2577	2
2578	2
2579	4
2580	5
2581	4
2582	3
2583	1
2584	6
2585	0
2586	2
2587	2
2588	1
2589	1
2590	4
2591	1
2592	2
2593	0
2594	2
2595	2
2596	5
2597	3
2598	4
2599	2
2600	3
2601	4
2602	3
2603	5
2604	4
2605	3
2606	5
2607	3
2608	2
2609	2
2610	5
2611	2
2612	8
2613	7
2614	6
2615	4
2616	1
2617	2
2618	0
2619	5
2620	3
2621	2
2622	1
2623	2
2624	1
2625	4
2626	4
2627	5
2628	3
2629	2
2630	4
2631	6
2632	2
2633	1
2634	0
2635	0
2636	4
2637	4
2638	1
2639	0
2640	1
2641	2
2642	3
2643	3
2644	2
2645	1
2646	2
2647	2
2648	4
2649	1
2650	3
2651	1
2652	4
2653	0
2654	1
2655	2
2656	4
2657	4
2658	0
2659	3
2660	2
2661	1
2662	1
2663	2
2664	3
2665	6
2666	3
2667	4
2668	4
2669	2
2670	4
2671	4
2672	1
2673	3
2674	2
2675	1
2676	3
2677	3
2678	2
2679	2
2680	0
2681	0
2682	3
2683	1
2684	2
2685	7
2686	2
2687	3
2688	0
2689	3
2690	1
2691	1
2692	6
2693	1
2694	1
2695	2
2696	4
2697	4
2698	2
2699	3
2700	3
2701	5
2702	2
2703	3
2704	1
2705	5
2706	1
2707	1
2708	3
2709	3
2710	4
2711	3
2712	5
2713	4
2714	3
2715	4
2716	1
2717	3
2718	2
2719	2
2720	1
2721	2
2722	2
2723	1
2724	1
2725	0
2726	2
2727	2
2728	1
2729	1
2730	1
2731	0
2732	2
2733	0
2734	1
2735	0
2736	4
2737	0
2738	1
2739	1
2740	0
2741	1
2742	0
2743	2
2744	3
2745	1
2746	1
2747	3
2748	0
2749	1
2750	2
2751	4
2752	1
2753	0
2754	0
2755	7
2756	3
2757	1
2758	0
2759	1
2760	2
2761	2
2762	2
2763	0
2764	0
2765	0
2766	2
2767	0
2768	0
2769	1
2770	0
2771	1
2772	1
2773	0
2774	1
2775	1
2776	1
2777	0
2778	0
2779	0
2780	1
2781	1
2782	1
2783	0
2784	1
2785	1
2786	0
2787	0
2788	0
2789	1
2790	2
2791	1
2792	1
2793	0
2794	3
2795	0
2796	1
2797	0
2798	1
2799	0
2800	1
2801	1
2802	0
2803	2
2804	0
2805	2
2806	1
2807	0
2808	1
2809	0
2810	0
2811	0
2812	1
2813	0
2814	3
2815	0
2816	1
2817	1
2818	0
2819	1
2820	2
2821	0
2822	1
2823	1
2824	0
2825	0
2826	1
2827	0
2828	1
2829	2
2830	0
2831	1
2832	2
2833	0
2834	1
2835	0
2836	0
2837	0
2838	1
2839	1
2840	1
2841	0
2842	1
2843	2
2844	2
2845	1
2846	0
2847	1
2848	1
2849	0
2850	1
2851	1
2852	1
2853	0
2854	2
2855	1
2856	0
2857	1
2858	1
2859	1
2860	0
2861	0
2862	0
2863	2
2864	1
2865	0
2866	1
2867	1
2868	1
2869	2
2870	2
2871	2
2872	2
2873	0
2874	0
2875	0
2876	2
2877	1
2878	4
2879	0
2880	0
2881	0
2882	2
2883	0
2884	0
2885	1
2886	2
2887	2
