#Coverage	numBases
513	19
514	15
515	20
516	15
517	14
518	15
519	17
520	17
521	26
522	16
523	17
524	15
525	17
526	16
527	18
528	20
529	17
530	11
531	9
532	17
533	17
534	12
535	17
536	11
537	9
538	13
539	10
540	15
541	25
542	18
543	25
544	20
545	19
546	23
547	18
548	19
549	12
550	14
551	15
552	11
553	14
554	11
555	12
556	18
557	14
558	12
559	17
560	21
561	20
562	24
563	19
564	27
565	17
566	23
567	24
568	25
569	26
570	37
571	35
572	24
573	33
574	29
575	26
576	22
577	17
578	19
579	11
580	10
581	16
582	10
583	21
584	11
585	25
586	37
587	28
588	20
589	31
590	28
591	28
592	18
593	19
594	23
595	20
596	23
597	27
598	26
599	22
600	19
601	25
602	38
603	26
604	17
605	22
606	13
607	17
608	16
609	12
610	14
611	15
612	18
613	15
614	21
615	13
616	22
617	13
618	16
619	18
620	15
621	17
622	9
623	9
624	12
625	10
626	12
627	10
628	21
629	14
630	15
631	17
632	15
633	20
634	22
635	11
636	15
637	7
638	10
639	14
640	9
641	6
642	10
643	11
644	4
645	11
646	6
647	7
648	7
649	8
650	10
651	10
652	9
653	10
654	4
655	9
656	7
657	12
658	11
659	11
660	7
661	4
662	5
663	9
664	7
665	7
666	13
667	3
668	3
669	2
670	6
671	9
672	7
673	4
674	5
675	6
676	6
677	5
678	6
679	2
680	6
681	4
682	4
683	8
684	8
685	10
686	9
687	16
688	14
689	15
690	14
691	12
692	18
693	6
694	8
695	13
696	10
697	14
698	3
699	6
700	5
701	5
702	5
703	8
704	7
705	10
706	8
707	12
708	11
709	8
710	9
711	18
712	17
713	6
714	8
715	5
716	12
717	21
718	9
719	16
720	13
721	8
722	9
723	4
724	10
725	7
726	0
727	5
728	3
729	2
730	1
731	4
732	0
733	4
734	8
735	2
736	3
737	4
738	5
739	2
740	3
741	5
742	2
743	1
744	2
745	2
746	3
747	2
748	2
749	5
750	3
751	5
752	5
753	1
754	1
755	2
756	1
757	0
758	0
759	0
760	2
761	0
762	0
763	1
764	2
765	2
766	1
767	1
768	1
769	2
770	3
771	2
772	1
773	1
774	3
775	2
776	2
777	2
778	3
779	2
780	1
781	1
782	5
783	0
784	7
785	2
786	4
787	1
788	3
789	3
790	7
791	3
792	3
793	0
794	6
795	5
796	6
797	8
798	10
799	11
800	5
801	9
802	3
803	7
804	6
805	6
806	8
807	12
808	9
809	5
810	9
811	6
812	6
813	1
814	7
815	1
816	3
817	2
818	5
819	2
820	3
821	1
822	2
823	0
824	1
825	1
826	0
827	0
828	1
829	1
830	2
831	0
832	0
833	3
834	1
835	0
836	0
837	4
838	0
839	2
840	5
841	2
842	2
843	4
844	0
845	2
846	0
847	2
848	1
849	1
850	2
851	3
852	2
853	0
854	1
855	3
856	2
857	0
858	1
859	2
860	2
861	1
862	1
863	1
864	3
865	1
866	0
867	0
868	0
869	1
