#Depth	Count
1	2230786256
2	132172854
3	25139050
4	10087569
5	3525600
6	1808826
7	874129
8	520837
9	321144
10	222093
11	161409
12	124437
13	100085
14	82662
15	69520
16	60027
17	51691
18	45770
19	40321
20	35950
21	32393
22	28881
23	26663
24	24138
25	22139
26	20122
27	18228
28	17052
29	16082
30	14679
31	13679
32	12955
33	12151
34	11287
35	10825
36	9888
37	9275
38	8991
39	8155
40	8035
41	7434
42	7117
43	6910
44	6570
45	6174
46	5871
47	5675
48	5431
49	5257
50	5080
51	4888
52	4688
53	4612
54	4401
55	4186
56	3946
57	3891
58	3698
59	3519
60	3432
61	3377
62	3190
63	3088
64	3035
65	2943
66	2775
67	2628
68	2637
69	2527
70	2381
71	2413
72	2302
73	2280
74	2157
75	2087
76	2105
77	1965
78	1905
79	1847
80	1897
81	1765
82	1765
83	1739
84	1569
85	1617
86	1536
87	1505
88	1496
89	1491
90	1437
91	1408
92	1311
93	1374
94	1300
95	1304
96	1211
97	1230
98	1182
99	1201
100	1129
101	1150
102	1076
103	1106
104	1052
105	1101
106	1069
107	931
108	921
109	1019
110	1033
111	985
112	954
113	894
114	887
115	875
116	878
117	766
118	845
119	801
120	835
121	794
122	807
123	742
124	780
125	739
126	679
127	717
128	684
129	699
130	696
131	652
132	599
133	624
134	525
135	611
136	597
137	626
138	596
139	568
140	555
141	542
142	564
143	535
144	583
145	574
146	545
147	490
148	505
149	514
150	494
151	512
152	519
153	460
154	448
155	434
156	481
157	468
158	433
159	433
160	431
161	394
162	394
163	409
164	412
165	387
166	366
167	396
168	386
169	353
170	377
171	361
172	362
173	357
174	324
175	349
176	364
177	361
178	348
179	388
180	338
181	342
182	319
183	311
184	346
185	301
186	327
187	315
188	310
189	339
190	315
191	303
192	303
193	339
194	301
195	315
196	272
197	289
198	276
199	284
200	283
201	275
202	272
203	251
204	265
205	297
206	281
207	276
208	282
209	286
210	249
211	229
212	267
213	232
214	229
215	261
216	240
217	243
218	224
219	230
220	210
221	204
222	200
223	223
224	217
225	213
226	203
227	211
228	202
229	206
230	190
231	196
232	204
233	198
234	219
235	186
236	179
237	211
238	180
239	201
240	202
241	207
242	208
243	193
244	181
245	173
246	188
247	145
248	191
249	188
250	196
251	170
252	167
253	198
254	152
255	193
256	144
257	168
258	161
259	167
260	162
261	168
262	176
263	150
264	151
265	147
266	183
267	143
268	153
269	163
270	147
271	148
272	144
273	149
274	136
275	132
276	158
277	149
278	161
279	143
