#Depth	Count
1	345301296
2	30094176
3	8811577
4	4339929
5	2533925
6	1717835
7	1303347
8	1066366
9	906840
10	782881
11	682404
12	588990
13	503632
14	430276
15	370767
16	320441
17	277877
18	241954
19	214772
20	191413
21	174397
22	159716
23	147521
24	137598
25	128509
26	120599
27	112169
28	105961
29	101231
30	96476
31	92286
32	89376
33	87439
34	85656
35	84598
36	83528
37	83887
38	85308
39	86962
40	88354
41	89926
42	92150
43	94252
44	95986
45	98072
46	99348
47	99090
48	99424
49	99586
50	98902
51	96697
52	94479
53	91350
54	89304
55	86578
56	83075
57	79951
58	75866
59	71896
60	68551
61	64246
62	60927
63	57208
64	53563
65	50463
66	47300
67	44392
68	41164
69	38113
70	35145
71	32785
72	30392
73	28188
74	26146
75	24251
76	22684
77	21130
78	19902
79	18831
80	18158
81	17329
82	16583
83	16140
84	15532
85	15189
86	14898
87	14486
88	14483
89	14284
90	14060
91	14318
92	14424
93	14487
94	14330
95	14653
96	15175
97	15288
98	15435
99	16103
100	15939
101	16132
102	16536
103	16548
104	16717
105	16787
106	17316
107	17424
108	17501
109	17903
110	17952
111	18090
112	18369
113	18139
114	18597
115	18775
116	18532
117	19178
118	19389
119	19234
120	19499
121	19553
122	19371
123	19998
124	19813
125	19961
126	19621
127	20009
128	19820
129	19834
130	19838
131	20017
132	20094
133	19840
134	19956
135	20031
136	19909
137	19617
138	19985
139	19555
140	19983
141	19629
142	19308
143	19302
144	19283
145	19140
146	18972
147	18625
148	18506
149	18471
150	18064
151	18060
152	17901
153	17987
154	17538
155	17414
156	17233
157	17183
158	17050
159	16563
160	16414
161	16222
162	15949
163	15741
164	15281
165	15100
166	15029
167	14806
168	14665
169	14574
170	14254
171	14113
172	13870
173	13635
174	13404
175	13119
176	12950
177	12950
178	12476
179	12256
180	11956
181	11913
182	11693
183	11477
184	11294
185	10860
186	10726
187	10343
188	10523
189	10215
190	10038
191	9727
192	9533
193	9458
194	9341
195	9000
196	9021
197	8623
198	8620
199	8427
200	8348
201	7997
202	7742
203	7626
204	7554
205	7344
206	7209
207	7122
208	6935
209	6793
210	6530
211	6387
212	6192
213	6009
214	5928
215	5863
216	5570
217	5367
218	5374
219	5200
220	5164
221	5021
222	4902
223	4820
224	4728
225	4615
226	4238
227	4268
228	4226
229	4080
230	3990
231	3967
232	3768
233	3777
234	3639
235	3513
236	3447
237	3378
238	3276
239	3144
240	3064
241	2925
242	2891
243	2723
244	2662
245	2633
246	2597
247	2433
248	2366
249	2318
250	2312
251	2317
252	2267
253	2141
254	2077
255	2071
256	2050
257	1941
258	1883
259	1836
260	1729
261	1735
262	1743
263	1587
264	1613
265	1576
266	1530
267	1467
268	1439
269	1297
270	1281
271	1298
272	1248
273	1228
274	1119
275	1188
276	1163
277	1040
278	1072
279	1041
280	999
281	1013
282	956
283	888
284	871
285	858
286	771
287	777
288	804
289	726
290	642
291	686
292	630
293	567
294	601
295	551
296	541
297	520
298	508
299	499
300	463
301	480
302	422
303	413
304	404
305	412
306	386
307	363
308	313
309	358
310	314
311	303
312	302
313	308
314	291
315	273
316	271
317	257
318	236
319	258
320	245
321	241
322	216
323	221
324	177
325	191
326	170
327	196
328	158
329	162
