#Depth	Count
1	157859878
2	6178182
3	2273259
4	1217011
5	624451
6	418481
7	260584
8	194624
9	137081
10	108441
11	83250
12	68364
13	56191
14	47720
15	40759
16	35502
17	31394
18	27512
19	24981
20	22799
21	20568
22	18727
23	16991
24	15648
25	14298
26	13295
27	12464
28	11297
29	10502
30	9602
31	9068
32	8348
33	7827
34	7280
35	6821
36	6469
37	6348
38	5801
39	5471
40	5382
41	5057
42	4956
43	4389
44	4250
45	4128
46	4046
47	3648
48	3547
49	3481
50	3265
51	3190
52	3115
53	2981
54	2960
55	2887
56	2626
57	2525
58	2361
59	2277
60	2281
61	2223
62	2185
63	2129
64	2055
65	2079
66	1915
67	1851
68	1806
69	1784
70	1666
71	1683
72	1561
73	1613
74	1689
75	1584
76	1457
77	1470
78	1332
79	1342
80	1416
81	1382
82	1288
83	1238
84	1220
85	1179
86	1138
87	1159
88	1094
89	1094
90	1054
91	1065
92	1006
93	1000
94	979
95	963
96	950
97	890
98	885
99	836
100	821
101	809
102	757
103	747
104	750
105	830
106	677
107	747
108	734
109	688
110	655
111	675
112	692
113	706
114	663
115	612
116	627
117	648
118	629
119	617
120	588
121	522
122	555
123	587
124	561
125	511
126	561
127	512
128	503
129	520
130	530
131	571
132	550
133	519
134	490
135	501
136	463
137	455
138	467
139	426
140	463
141	453
142	396
143	415
144	414
145	387
146	373
147	400
148	365
149	345
150	383
151	356
152	401
153	380
154	326
155	359
156	331
157	367
158	322
159	402
160	328
161	347
162	309
163	326
164	294
165	307
166	309
167	298
168	318
169	272
170	288
171	289
172	307
173	276
174	277
175	276
176	316
177	288
178	248
179	263
180	259
181	253
182	231
183	235
184	229
185	256
186	240
187	251
188	252
189	223
190	222
191	238
192	249
193	218
194	220
195	213
196	232
197	245
198	226
199	216
200	229
201	215
202	189
203	226
204	205
205	215
206	212
207	188
208	204
209	186
210	164
211	187
212	168
213	188
214	173
215	180
216	194
217	183
218	164
219	181
220	183
221	159
222	180
223	170
224	161
225	188
226	169
227	136
228	143
229	175
230	142
231	172
232	160
233	133
234	129
235	148
236	152
237	139
238	135
239	142
240	170
241	143
242	133
243	137
244	135
245	130
246	134
247	153
248	170
249	146
250	135
251	96
252	150
253	111
254	140
255	125
256	117
257	135
258	108
259	120
260	118
261	118
262	109
263	113
264	130
265	116
266	110
267	127
268	125
269	131
270	94
271	123
272	116
273	111
274	114
275	119
276	107
277	109
278	126
279	93
280	94
281	117
282	112
283	99
284	112
285	107
286	119
287	98
288	94
289	117
290	111
291	96
292	101
293	99
294	101
295	107
296	96
297	92
298	81
299	112
300	85
301	113
302	85
303	106
304	102
305	74
306	97
307	94
308	88
309	100
310	74
311	75
312	78
313	102
314	79
315	78
316	97
317	111
318	77
319	90
320	91
321	93
322	90
323	73
324	84
325	76
326	110
327	77
328	68
329	88
330	74
331	70
332	84
333	88
334	73
335	87
336	65
337	77
338	62
339	63
340	72
341	71
342	76
343	82
344	71
345	67
346	70
347	67
348	52
349	75
350	64
351	74
352	77
353	67
354	75
355	75
356	78
357	76
358	54
359	63
360	78
361	67
362	72
363	54
364	56
365	58
366	55
367	53
368	66
369	58
370	70
371	41
372	71
373	55
374	64
375	65
376	53
377	54
378	55
379	54
380	48
381	66
382	66
383	62
384	63
385	60
386	58
387	60
388	50
389	49
390	57
391	63
392	63
393	63
394	61
395	59
396	59
397	54
398	54
399	44
400	63
401	56
402	41
403	51
404	41
405	49
406	51
407	61
408	63
409	43
410	56
411	53
412	66
413	49
414	43
415	57
416	47
417	51
418	53
419	56
420	44
421	37
422	39
423	49
424	55
425	50
426	50
427	53
428	50
429	41
430	41
431	47
432	38
433	51
434	41
435	52
436	49
437	44
438	48
439	51
440	39
441	48
442	39
443	37
444	41
445	58
446	33
447	50
448	48
449	42
450	40
451	44
452	41
453	39
454	40
455	48
456	36
457	36
458	53
459	37
460	39
461	37
462	40
463	44
464	33
465	45
466	43
467	35
468	42
469	45
470	41
471	26
472	37
473	35
474	37
475	40
476	34
477	39
478	32
479	49
480	47
481	37
482	44
483	31
484	29
485	38
486	32
487	28
488	45
489	22
490	38
491	43
492	35
493	26
494	26
495	43
496	28
497	43
498	34
499	28
500	46
501	38
502	29
503	27
504	35
505	29
506	33
507	40
508	39
509	31
510	30
511	34
512	33
513	37
514	39
515	33
516	26
517	31
518	42
519	31
520	42
521	30
522	45
523	27
524	35
525	34
526	43
527	35
528	43
529	42
530	32
531	33
532	33
533	35
534	39
535	36
536	22
537	39
538	39
539	35
540	37
541	27
542	33
543	34
544	30
545	28
546	24
547	28
548	35
549	21
550	33
551	27
552	25
553	26
554	32
555	25
556	29
557	31
558	33
559	25
560	25
561	32
562	27
563	37
564	30
565	34
566	29
567	39
568	25
569	32
570	22
571	38
572	25
573	37
574	29
575	26
576	29
577	24
578	25
579	32
580	23
581	16
582	22
583	32
584	37
585	30
586	21
587	45
588	25
589	25
590	31
591	25
592	22
593	29
594	22
595	27
596	27
597	30
598	18
599	29
600	25
601	26
602	35
603	24
604	26
605	29
606	19
607	23
608	26
609	24
610	26
611	31
612	19
613	28
614	35
615	24
616	24
617	26
618	38
619	39
620	28
621	29
622	23
623	21
624	20
625	23
626	28
627	25
628	27
629	26
630	30
631	23
632	25
633	24
634	30
635	25
636	21
637	32
638	28
639	31
640	19
641	26
642	21
643	35
644	30
645	26
646	28
647	25
648	26
649	26
650	28
651	25
652	34
653	24
654	21
655	23
656	26
657	28
658	15
659	18
660	26
661	22
662	27
663	22
