#Depth	Count
1	2151848998
2	359474075
3	221466983
4	155614006
5	107997484
6	73964139
7	50445441
8	34747364
9	24418934
10	17714486
11	13422317
12	10717729
13	9025405
14	8053672
15	7557868
16	7346642
17	7365809
18	7474935
19	7631427
20	7772683
21	7899083
22	7964890
23	7969051
24	7902258
25	7759288
26	7550467
27	7282334
28	6961181
29	6608382
30	6224410
31	5842713
32	5457919
33	5086685
34	4730919
35	4394384
36	4074734
37	3792489
38	3532255
39	3300498
40	3087415
41	2893249
42	2715211
43	2558508
44	2410380
45	2277891
46	2149511
47	2025201
48	1903816
49	1791070
50	1681486
51	1581835
52	1477689
53	1382581
54	1290655
55	1206129
56	1127009
57	1050711
58	982262
59	922485
60	865553
61	816435
62	772137
63	732698
64	695590
65	663440
66	632071
67	604180
68	579668
69	557546
70	538944
71	521918
72	505860
73	488104
74	473754
75	460035
76	447075
77	433756
78	422270
79	410970
80	399281
81	387717
82	378795
83	368638
84	361127
85	352407
86	345425
87	337802
88	331754
89	324703
90	320608
91	315427
92	311049
93	308337
94	304521
95	300690
96	298607
97	295650
98	292137
99	289389
100	287550
101	286223
102	284090
103	281380
104	278723
105	276154
106	273789
107	268785
108	264732
109	259910
110	254888
111	249703
112	245138
113	240111
114	233963
115	228387
116	222331
117	216814
118	210458
119	203618
120	198462
121	191115
122	184393
123	177911
124	172444
125	165805
126	159624
127	154022
128	149365
129	142674
130	136735
131	131549
132	126523
133	121931
134	116956
135	112293
136	107832
137	102903
138	98525
139	95080
140	91163
141	87511
142	84239
143	80999
144	77836
145	75300
146	71917
147	69029
148	67044
149	64243
150	61955
151	59411
152	57293
153	55250
154	53651
155	52204
156	50835
157	49608
158	48046
159	47445
160	46516
161	45067
162	44418
163	43409
164	43028
165	42363
166	42561
167	42040
168	41642
169	42024
170	41878
171	41488
172	41015
173	41105
174	41524
175	42426
176	42528
177	42630
178	43183
179	43366
180	44207
181	44666
182	44772
183	45435
184	45644
185	46227
186	46222
187	46836
188	46957
189	47544
190	48008
191	48319
192	47939
193	48414
194	48329
195	48558
196	48786
197	48810
198	49037
199	49002
200	49344
201	49569
202	49148
203	49013
204	48550
205	48506
206	48666
207	48602
208	47574
209	47818
210	47754
211	46950
212	46857
213	46316
214	46246
215	46323
216	44803
217	44729
218	44013
219	43271
220	42791
221	42277
222	41497
223	40880
224	40389
225	39786
226	38972
227	38295
228	37678
229	36909
230	36252
231	35784
232	35299
233	34831
234	34126
235	33198
236	32815
237	32496
238	32307
239	31187
240	31153
241	30234
242	29910
243	29736
244	28966
245	28382
246	28099
247	27346
248	27249
249	26545
250	26555
251	25962
252	25162
253	24931
254	24590
255	24195
256	23822
257	23696
258	23369
259	22778
260	22687
261	22253
262	22135
263	21867
264	21786
265	21462
266	21246
267	20736
268	20646
269	20444
270	20314
271	19833
272	19848
273	19139
274	19441
275	18940
276	18901
277	18517
278	18452
279	18023
280	17956
281	17562
282	17506
283	17415
284	17172
285	16837
286	16695
287	16606
288	16638
289	16443
290	16625
291	16305
292	16072
293	16069
294	15775
295	15604
296	15301
297	15256
298	15082
299	14910
300	14774
301	14588
302	14865
303	14553
304	14402
305	14207
306	14043
307	13993
308	13748
309	13468
310	13564
311	13296
312	12908
313	13037
314	12807
315	12803
316	12562
317	12592
318	12269
319	12386
320	12094
321	11812
