#Depth	Count
1	2394384118
2	351573747
3	205720360
4	142751050
5	99749454
6	69519325
7	48611393
8	34369749
9	24776823
10	18433147
11	14328760
12	11652866
13	9930408
14	8864548
15	8190214
16	7803086
17	7555337
18	7388891
19	7255705
20	7141569
21	7034336
22	6916341
23	6785257
24	6647999
25	6490219
26	6331271
27	6169672
28	5995624
29	5835843
30	5664892
31	5497344
32	5337533
33	5177404
34	5031608
35	4875948
36	4718998
37	4555575
38	4399478
39	4240544
40	4075403
41	3914608
42	3753052
43	3578499
44	3409650
45	3238880
46	3074942
47	2914159
48	2757708
49	2597651
50	2448424
51	2314655
52	2187277
53	2065952
54	1952101
55	1846517
56	1748275
57	1659848
58	1575694
59	1500008
60	1425474
61	1356296
62	1294475
63	1235757
64	1184374
65	1128959
66	1085806
67	1039629
68	996562
69	954985
70	912092
71	870433
72	834244
73	798530
74	763246
75	729895
76	698991
77	670020
78	641266
79	617201
80	591353
81	571493
82	549304
83	533090
84	514771
85	498439
86	485393
87	470357
88	458887
89	448090
90	436448
91	426606
92	417402
93	407625
94	398607
95	390327
96	383088
97	376628
98	368520
99	361632
100	353723
101	346376
102	339098
103	331358
104	323685
105	316837
106	306815
107	299329
108	289245
109	281585
110	272041
111	263470
112	255362
113	246796
114	238645
115	232089
116	223517
117	217239
118	209261
119	201525
120	194647
121	186286
122	178351
123	171911
124	165383
125	159876
126	153023
127	148854
128	142514
129	138074
130	132574
131	128815
132	123084
133	119559
134	115669
135	112349
136	108129
137	104981
138	101070
139	98082
140	95399
141	92902
142	90371
143	88977
144	86914
145	85209
146	83386
147	81270
148	79634
149	77594
150	76598
151	74769
152	73028
153	71885
154	70135
155	68722
156	67430
157	66545
158	66512
159	64801
160	63781
161	62483
162	62148
163	61303
164	61129
165	59750
166	60859
167	59890
168	59378
169	58927
170	59174
171	58230
172	58361
173	58012
174	58143
175	57732
176	57830
177	57195
178	57346
179	57329
180	57050
181	56766
182	57258
183	56759
184	57888
185	57902
186	58533
187	59089
188	58907
189	59551
190	59554
191	60126
192	60116
193	59830
194	59982
195	60191
196	60330
197	60315
198	60637
199	61133
200	61491
201	61126
202	61066
203	60129
204	59844
205	59750
206	59873
207	59713
208	59494
209	58498
210	58824
211	57757
212	56757
213	56515
214	55633
215	54861
216	54205
217	53379
218	52543
219	51703
220	50897
221	50007
222	49278
223	48544
224	47606
225	46798
226	45985
227	45152
228	44025
229	43064
230	42213
231	41574
232	40327
233	39502
234	38512
235	38058
236	36939
237	36498
238	35403
239	34933
240	33947
241	33175
242	32433
243	31507
244	30768
245	29981
246	29637
247	28698
248	27726
249	27504
250	26681
